house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Villa,2,855,2,2,2,0,Composite,Tier 3,Good,Triple Pane,Insulated RCC,1,1,4,10,5,5,7,4,6.5,Electric Geyser,15,0.6,1,165,3,1,1,0,0,1,Front Load,2,0,1,40,6,1,4,1,3,0,0,10.62,318.7,3.02
Independent House,3,1099,3,3,1,2,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,2,5,16.2,6,24,7,4,8.9,Electric Geyser,15,1.6,1,190,2,1,0,1,3,1,Front Load,9,0,1,32,4,1,4.5,0,0,0,0,69.9,2097.1,8.74
Independent House,1,353,1,5,3,2,Hot & Humid,Tier 2,Good,Triple Pane,Sloped Tiled,1,3,4,10.3,4,7,5,2,11.4,Solar + Backup,25,1.5,1,165,3,1,0,0,0,1,Semi-Automatic,5,0,3,50,8.1,3,6.9,0,0,0,0,62.56,1876.9,7.82
Apartment,1,430,1,1,1,0,Hot & Humid,Tier 1,Good,Triple Pane,Flat RCC,1,3,3,17.7,3,22,2,3,4.7,Electric Geyser,10,2.1,1,500,3,0,0,0,0,1,Front Load,7,0,1,32,4.7,2,9.3,0,0,0,0,98.91,2967.2,12.36
Independent House,2,967,1,4,1,3,Hot & Dry,Tier 3,Poor,Single Pane,Insulated RCC,0,0,0,0,6,24,1,4,7.8,Solar + Backup,15,2.9,1,165,5,1,0,0,0,1,Top Load,8,0,1,55,8.5,0,0,1,3,0,0,6.95,208.6,2.56
Independent House,3,866,1,5,3,2,Temperate,Tier 2,Good,Double Pane,Sloped Tiled,1,3,4,8.6,6,19,7,3,5.1,None,0,0,1,280,1,1,0,0,0,1,Semi-Automatic,3,0,2,50,2.5,2,3.3,0,0,0,0,37.73,1132,4.72
Apartment,4,1154,2,1,1,0,Hot & Dry,Tier 2,Good,Single Pane,Flat RCC,0,0,0,0,6,20,5,3,10.7,Electric Geyser,35,3,0,0,0,1,0,1,10,1,Top Load,2,0,3,40,4.7,2,6.4,0,0,0,0,24.92,747.5,3.11
Independent House,3,910,2,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,5,5,3,0,9.5,Electric Geyser,15,1.3,1,500,4,0,1,1,7,1,Top Load,8,0,2,75,2.8,1,3.6,0,0,0,0,22.08,662.5,2.76
Apartment,3,1357,2,6,2,4,Composite,Tier 2,Average,Single Pane,Insulated RCC,0,0,0,0,3,20,4,2,10.2,Solar + Backup,15,0.6,1,340,2,1,1,0,0,1,Front Load,8,0,2,75,2.7,0,0,0,0,0,0,16.55,496.4,2.07
Independent House,2,882,1,3,2,1,Temperate,Tier 3,Average,Single Pane,Sloped Tiled,0,0,0,0,4,22,4,3,11.5,Heat Pump,25,0.9,1,165,1,1,0,0,0,1,Semi-Automatic,4,0,1,65,7.3,2,3.7,0,0,0,0,13.85,415.5,1.73
Independent House,2,753,2,1,1,0,Hot & Humid,Tier 2,Average,Double Pane,Insulated RCC,0,0,0,0,3,11,8,2,5.1,None,0,0,1,165,3,1,0,0,0,1,Top Load,2,0,0,0,0,1,6.8,0,0,0,0,8.24,247.2,1.03
Apartment,2,605,2,2,2,0,Hot & Humid,Tier 2,Good,Single Pane,Sloped Tiled,1,1,5,15.7,2,23,8,2,3.4,Electric Geyser,25,1.3,1,165,2,1,1,0,0,1,Top Load,9,0,1,40,9,2,8.9,1,2,1,7.5,27.47,824.1,4.56
Apartment,5,1838,2,3,3,0,Hot & Dry,Tier 2,Poor,Double Pane,Insulated RCC,0,0,0,0,4,9,7,0,5.6,Electric Geyser,50,0.7,1,400,3,1,1,0,0,1,Top Load,7,0,1,32,6.1,0,0,0,0,0,0,17.55,526.6,2.19
Independent House,1,300,2,4,3,1,Composite,Tier 3,Good,Single Pane,Flat RCC,1,1,5,5,3,15,7,2,6.6,Heat Pump,35,1.6,1,280,2,0,1,0,0,1,Semi-Automatic,6,0,1,43,4.4,2,2.8,0,0,0,0,17.16,514.9,2.15
Independent House,4,1473,2,4,3,1,Composite,Tier 2,Average,Triple Pane,Flat RCC,0,0,0,0,4,21,1,3,8.6,Heat Pump,50,1.3,1,280,4,1,1,0,0,1,Top Load,6,0,2,65,7.8,0,0,1,3,0,0,2.06,61.7,1.94
Villa,3,1325,2,6,3,3,Temperate,Tier 3,Excellent,Single Pane,Green Roof,1,1,1,12.1,2,5,2,1,10.2,Solar + Backup,25,0.8,1,280,3,1,1,1,13,1,Front Load,8,0,1,65,7,1,2.5,0,0,0,0,26.71,801.2,3.34
Independent House,2,917,1,2,1,1,Cold,Tier 3,Excellent,Single Pane,Flat RCC,1,4,5,16,7,22,7,3,6.1,Electric Geyser,15,1.2,1,340,1,0,0,0,0,1,Top Load,8,0,1,55,8.4,1,7.9,0,0,0,0,79.89,2396.8,9.99
Apartment,3,1326,3,3,3,0,Temperate,Tier 2,Good,Double Pane,Flat RCC,1,1,3,17.6,4,13,4,3,7.3,Electric Geyser,50,2.7,1,500,3,1,0,0,0,1,Top Load,2,0,1,65,7.1,1,9.5,0,0,0,0,36.14,1084.1,4.52
Apartment,3,1141,1,3,2,1,Composite,Tier 1,Average,Double Pane,Flat RCC,1,3,3,10.2,7,6,6,2,10.1,Electric Geyser,25,1.3,1,500,4,0,1,0,0,1,Front Load,9,0,2,75,3.3,1,5.3,1,5,0,0,41.78,1253.4,8.04
Independent House,4,1020,2,3,2,1,Composite,Tier 2,Average,Double Pane,Flat RCC,1,1,3,4.8,0,15,7,3,5,None,0,0,1,190,1,0,0,0,0,1,Semi-Automatic,4,0,1,50,7.4,1,6.9,0,0,0,0,13.92,417.6,1.74
Apartment,4,1831,1,2,2,0,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,1,4,2,14.5,0,19,5,1,5,Electric Geyser,50,2,1,340,5,1,1,1,6,1,Front Load,2,0,2,50,5.1,3,11.3,0,0,0,0,129.72,3891.5,16.21
Independent House,2,541,2,6,3,3,Cold,Tier 1,Poor,Single Pane,Sloped Tiled,0,0,0,0,2,15,4,2,8.3,Solar + Backup,35,1.6,1,280,3,1,0,0,0,1,Top Load,4,1,1,55,5.7,2,6.7,0,0,0,0,18.46,553.7,2.31
Row House,2,860,2,5,2,3,Hot & Dry,Tier 2,Average,Single Pane,Green Roof,1,2,4,10.3,4,11,7,4,6.9,Solar + Backup,35,1.1,1,235,5,1,1,0,0,1,Front Load,7,1,2,65,9.4,2,12,1,5,0,0,32.09,962.6,6.82
Independent House,3,933,1,3,1,2,Hot & Humid,Tier 3,Good,Double Pane,Flat RCC,1,2,1,8.3,2,8,0,3,11.5,Electric Geyser,10,1.4,1,190,2,1,0,0,0,1,Front Load,3,0,2,32,4.9,1,3.6,0,0,0,0,43.52,1305.7,5.44
Apartment,4,1148,1,4,3,1,Composite,Tier 2,Average,Single Pane,Insulated RCC,1,1,2,11,6,14,0,3,6.2,Electric Geyser,50,2,1,165,5,1,0,0,0,1,Top Load,3,0,1,40,6.9,1,9.1,1,5,1,10,9.71,291.3,4.03
Independent House,2,650,2,2,2,0,Hot & Dry,Tier 2,Average,Single Pane,Flat RCC,1,4,1,8.7,7,13,0,0,9.8,Solar + Backup,25,1.4,1,400,4,1,0,1,9,1,Semi-Automatic,4,0,2,75,4.9,1,8.5,0,0,0,0,85.41,2562.3,10.68
Independent House,3,1035,2,3,1,2,Composite,Tier 1,Average,Double Pane,Flat RCC,1,3,3,14.6,5,6,2,4,8.2,Electric Geyser,50,1,1,340,3,1,1,0,0,1,Top Load,8,0,1,43,2.8,2,10.7,0,0,0,0,81.87,2456.2,10.23
Independent House,3,1021,1,4,1,3,Composite,Tier 1,Excellent,Double Pane,Sloped Tiled,1,3,4,11.6,2,12,9,4,3.5,Electric Geyser,50,0.8,1,400,3,1,0,1,7,1,Front Load,5,1,2,55,5.6,1,2.9,0,0,0,0,49.69,1490.6,6.21
Row House,3,1278,1,3,2,1,Hot & Dry,Tier 3,Poor,Double Pane,Insulated RCC,1,2,4,16.3,0,15,5,1,3.8,Electric Geyser,35,2.7,1,190,1,1,1,1,6,1,Top Load,3,0,2,65,6.8,2,4.8,0,0,0,0,79.64,2389.1,9.95
Apartment,1,350,2,6,1,5,Temperate,Tier 1,Average,Single Pane,Flat RCC,1,2,5,11.6,6,9,5,4,4.8,Heat Pump,35,1.6,1,500,5,0,1,1,4,1,Front Load,9,0,1,32,5.3,1,3.3,0,0,0,0,40.22,1206.6,5.03
Row House,3,821,1,4,2,2,Hot & Dry,Tier 1,Excellent,Double Pane,Flat RCC,0,0,0,0,6,22,4,0,4.3,None,0,0,1,235,4,1,1,1,9,1,Front Load,6,0,1,32,5.1,3,11.3,0,0,0,0,16.25,487.6,2.03
Row House,4,1428,1,3,1,2,Hot & Dry,Tier 3,Poor,Single Pane,Flat RCC,1,1,2,15.9,6,19,6,1,6,Solar + Backup,35,1.7,1,190,1,1,1,0,0,1,Front Load,2,0,1,43,8.6,1,6.3,0,0,0,0,50.53,1515.8,6.32
Apartment,2,595,1,4,3,1,Composite,Tier 1,Good,Single Pane,Insulated RCC,1,2,5,11.8,7,24,4,4,8.2,Heat Pump,25,2.7,1,340,1,1,1,1,9,1,Front Load,7,0,3,55,2.2,0,0,0,0,0,0,46.55,1396.4,5.82
Apartment,2,900,1,2,2,0,Composite,Tier 3,Good,Double Pane,Flat RCC,0,0,0,0,4,17,1,1,8.4,Electric Geyser,15,1.9,1,280,1,1,0,0,0,0,None,0,1,0,0,0,2,4.9,0,0,0,0,13.26,397.9,1.66
Apartment,5,1868,1,3,3,0,Temperate,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,3,7,3,4,8.3,Solar + Backup,10,1.7,1,165,4,0,0,0,0,1,Top Load,8,0,2,75,8.5,3,3.3,0,0,0,0,11.46,343.7,1.43
Apartment,2,917,1,2,2,0,Hot & Dry,Tier 1,Average,Double Pane,Insulated RCC,1,1,4,9,2,21,0,4,4.1,None,0,0,1,280,4,1,1,0,0,1,Front Load,9,0,2,40,9.4,2,5,1,3,0,0,13.15,394.6,3.33
Apartment,4,1533,1,3,3,0,Composite,Tier 1,Good,Single Pane,Sloped Tiled,1,1,5,15.8,3,13,6,4,8.4,Electric Geyser,35,2.3,1,280,3,0,1,0,0,1,Top Load,6,0,2,55,5.3,0,0,1,5,0,0,11.97,359.1,4.31
Independent House,3,1107,1,4,2,2,Hot & Humid,Tier 2,Poor,Triple Pane,Insulated RCC,0,0,0,0,6,21,3,3,6.7,Electric Geyser,10,0.8,1,340,3,0,0,0,0,1,Front Load,9,0,1,50,9.1,1,10.5,0,0,0,0,21.06,631.8,2.63
Apartment,2,914,1,3,3,0,Cold,Tier 2,Average,Single Pane,Insulated RCC,1,3,3,14.2,3,15,3,4,11.1,None,0,0,1,280,3,1,1,0,0,1,Semi-Automatic,2,0,1,75,3.6,3,5.9,0,0,0,0,81.73,2451.8,10.22
Apartment,4,1354,1,4,3,1,Hot & Dry,Tier 1,Average,Double Pane,Sloped Tiled,0,0,0,0,7,22,3,3,11.2,Heat Pump,15,2.5,1,280,3,1,0,0,0,1,Top Load,6,0,1,65,3.8,0,0,0,0,0,0,21.37,641,2.67
Villa,2,751,1,3,3,0,Composite,Tier 2,Average,Single Pane,Sloped Tiled,1,1,1,9.5,6,11,2,2,9.9,Electric Geyser,50,2.6,1,340,1,1,0,0,0,1,Front Load,5,0,1,40,8.8,1,4.4,0,0,0,0,36.15,1084.4,4.52
Apartment,3,1180,2,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,1,3,17.8,6,4,7,0,9.3,None,0,0,1,340,2,0,0,0,0,1,Semi-Automatic,4,1,1,50,9.2,2,8.9,0,0,0,0,48.2,1445.9,6.02
Villa,2,605,1,4,1,3,Hot & Humid,Tier 3,Excellent,Single Pane,Green Roof,1,3,3,15.3,5,17,3,1,4,Electric Geyser,25,1.9,1,235,1,1,0,0,0,1,Front Load,2,0,1,55,3.8,2,9.4,0,0,0,0,77.68,2330.5,9.71
Apartment,3,1339,1,2,2,0,Composite,Tier 1,Excellent,Single Pane,Flat RCC,1,4,2,6.2,5,9,7,1,3.8,Electric Geyser,10,2.1,1,280,5,1,0,0,0,0,None,0,0,1,65,2.5,2,4.7,1,3,1,2.5,27.28,818.3,5.1
Apartment,2,839,1,2,2,0,Temperate,Tier 1,Average,Single Pane,Insulated RCC,1,3,1,7.9,7,17,8,2,10.6,Solar + Backup,15,1.6,1,190,4,0,0,0,0,0,None,0,0,1,32,2.7,3,2.3,0,0,0,0,49.8,1494,6.23
Independent House,2,873,1,3,2,1,Composite,Tier 1,Average,Triple Pane,Flat RCC,1,2,2,8.6,7,5,0,4,6.8,Electric Geyser,25,2.2,1,500,5,0,0,0,0,1,Top Load,7,0,1,55,4.1,0,0,0,0,0,0,43.23,1296.8,5.4
Independent House,5,2076,2,2,1,1,Cold,Tier 3,Poor,Single Pane,Flat RCC,0,0,0,0,3,12,3,0,7.1,Solar + Backup,50,0.8,1,165,3,0,0,0,0,1,Top Load,8,0,1,32,8.1,1,2.5,1,3,1,10,0,0,1.24
Villa,2,650,2,1,1,0,Composite,Tier 2,Excellent,Double Pane,Flat RCC,1,2,4,14.6,2,15,5,2,10.6,Electric Geyser,35,2.9,1,400,5,1,0,0,0,1,Front Load,7,0,1,55,6.1,2,11,0,0,0,0,47.14,1414.1,5.89
Independent House,3,851,2,4,3,1,Composite,Tier 3,Average,Double Pane,Sloped Tiled,1,2,5,14.5,0,8,7,2,8.6,Electric Geyser,10,2.4,1,165,4,1,0,0,0,1,Front Load,6,1,1,75,5.6,2,11.5,0,0,0,0,53.16,1594.7,6.64
Villa,2,897,2,3,2,1,Hot & Humid,Tier 2,Average,Double Pane,Flat RCC,1,2,3,11.1,7,5,5,1,4.6,Electric Geyser,25,2.1,1,340,3,1,0,0,0,1,Top Load,8,0,1,50,6.7,2,9.4,0,0,0,0,57.54,1726.3,7.19
Apartment,3,946,3,3,2,1,Temperate,Tier 1,Good,Single Pane,Flat RCC,1,2,3,15.4,2,22,5,3,4.9,Solar + Backup,10,1.3,1,400,2,1,0,0,0,1,Front Load,5,0,2,65,9.1,3,9.3,1,10,1,2.5,3.51,105.4,6.06
Apartment,1,437,1,6,3,3,Hot & Humid,Tier 1,Average,Triple Pane,Flat RCC,0,0,0,0,0,10,9,3,3.1,Electric Geyser,50,0.9,1,340,4,1,0,0,0,0,None,0,0,1,50,2.7,1,4.4,0,0,0,0,11.28,338.4,1.41
Villa,5,1867,1,3,1,2,Temperate,Tier 2,Poor,Single Pane,Flat RCC,0,0,0,0,4,10,3,4,9.4,None,0,0,1,500,5,1,0,1,3,1,Top Load,8,0,3,65,7.6,0,0,0,0,0,0,16.22,486.5,2.03
Villa,3,1263,1,5,1,4,Cold,Tier 2,Average,Double Pane,Sloped Tiled,0,0,0,0,4,13,8,4,7.4,Solar + Backup,25,2.2,1,500,2,1,1,0,0,1,Semi-Automatic,7,0,1,75,9.4,1,10,1,3,0,0,7.13,214,2.58
Row House,2,647,1,2,2,0,Cold,Tier 2,Good,Double Pane,Flat RCC,1,1,4,17.3,2,20,6,2,11.5,Electric Geyser,15,2.1,1,235,2,1,0,1,12,1,Front Load,7,0,3,55,3.7,2,7.6,0,0,0,0,42.51,1275.2,5.31
Independent House,1,453,1,3,3,0,Composite,Tier 1,Good,Single Pane,Flat RCC,1,1,1,15.1,5,17,5,4,9.4,Electric Geyser,25,1.5,1,280,4,1,0,0,0,1,Front Load,8,0,2,32,8.7,1,8.8,1,5,0,0,17.04,511.1,4.94
Apartment,2,839,2,5,2,3,Composite,Tier 3,Good,Double Pane,Sloped Tiled,1,2,5,12.1,2,14,0,3,3.9,Heat Pump,10,2,1,340,5,1,0,0,0,1,Semi-Automatic,5,0,2,55,7.6,2,9.8,0,0,0,0,37.76,1132.9,4.72
Villa,3,833,1,3,2,1,Temperate,Tier 1,Poor,Single Pane,Insulated RCC,1,1,4,13.1,3,23,1,0,4.5,Electric Geyser,50,2.5,1,500,4,0,0,1,8,1,Front Load,4,0,3,32,2.1,1,6.1,1,5,1,10,12.62,378.5,4.39
Apartment,2,1026,3,4,2,2,Hot & Humid,Tier 3,Average,Single Pane,Sloped Tiled,1,1,1,17,6,9,5,1,7.5,Electric Geyser,35,0.6,1,340,2,0,1,0,0,1,Top Load,3,0,1,50,3.9,0,0,1,1,1,5,45.63,1368.9,6.27
Row House,4,1476,2,3,3,0,Composite,Tier 1,Good,Single Pane,Green Roof,1,2,1,10,4,11,0,3,11.3,Electric Geyser,35,1.6,1,165,3,1,0,0,0,1,Semi-Automatic,6,1,1,43,6.8,1,10,0,0,0,0,46.36,1390.8,5.79
Villa,2,709,1,1,1,0,Hot & Humid,Tier 2,Good,Triple Pane,Flat RCC,0,0,0,0,6,22,4,4,5.2,Electric Geyser,50,2.4,1,280,3,0,0,0,0,1,Semi-Automatic,9,1,1,40,6,2,6.5,0,0,0,0,21.19,635.7,2.65
Independent House,2,664,1,3,1,2,Composite,Tier 1,Poor,Double Pane,Insulated RCC,1,3,3,17.7,4,22,0,1,10.4,Electric Geyser,10,1.9,1,235,5,1,0,0,0,1,Front Load,4,0,1,50,6.2,1,10.3,1,5,0,0,83.13,2493.9,13.2
Villa,3,1112,1,3,3,0,Hot & Humid,Tier 2,Poor,Single Pane,Sloped Tiled,0,0,0,0,3,20,2,1,5.8,Solar + Backup,50,2.1,0,0,0,1,0,0,0,1,Front Load,6,0,1,55,3.9,2,6.4,0,0,0,0,12.93,388,1.62
Villa,3,1205,1,5,2,3,Hot & Humid,Tier 2,Good,Single Pane,Sloped Tiled,0,0,0,0,4,21,6,2,5.4,None,0,0,1,340,3,0,0,0,0,1,Front Load,7,1,1,55,7.4,1,4.2,0,0,0,0,14.33,430,1.79
Apartment,2,556,1,2,2,0,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,4,2,10.5,2,15,4,4,11.1,Electric Geyser,25,3,1,340,2,1,1,1,7,1,Semi-Automatic,9,0,0,0,0,1,3.7,1,1,1,5,96.47,2894.1,12.62
Row House,2,457,1,6,1,5,Hot & Dry,Tier 2,Poor,Double Pane,Flat RCC,1,3,5,9.8,6,12,9,2,3.4,None,0,0,1,340,5,1,0,1,3,1,Semi-Automatic,4,0,1,40,5.1,0,0,0,0,0,0,59.89,1796.8,7.49
Independent House,1,532,1,6,3,3,Composite,Tier 2,Average,Double Pane,Flat RCC,1,2,3,6.1,7,19,0,1,8.9,None,0,0,0,0,0,0,0,0,0,1,Front Load,7,0,1,65,5,2,7.7,0,0,0,0,30.01,900.2,3.75
Villa,3,935,1,2,2,0,Hot & Humid,Tier 2,Excellent,Triple Pane,Sloped Tiled,1,2,1,17.4,6,21,0,2,3.4,None,0,0,1,500,5,1,1,0,0,1,Top Load,8,0,2,50,7.4,1,6,0,0,0,0,67.15,2014.6,8.39
Apartment,3,1281,3,2,1,1,Composite,Tier 3,Good,Double Pane,Flat RCC,1,4,3,9.7,3,19,7,4,10.2,None,0,0,1,340,3,1,1,0,0,1,Semi-Automatic,8,0,3,75,2.7,3,6.9,0,0,0,0,67.24,2017.2,8.41
Villa,3,1255,2,5,1,4,Hot & Humid,Tier 1,Average,Double Pane,Sloped Tiled,1,1,3,16.3,7,19,8,3,10.5,Heat Pump,15,1.5,0,0,0,0,1,0,0,1,Front Load,9,0,1,40,3.6,1,7.5,0,0,0,0,50.32,1509.7,6.29
Apartment,4,1449,3,6,2,4,Composite,Tier 2,Good,Single Pane,Insulated RCC,1,1,3,6.7,6,7,6,0,11,Solar + Backup,10,0.9,1,165,4,0,0,0,0,0,None,0,0,1,40,3.6,1,4.4,0,0,0,0,19.97,599,2.5
Apartment,4,1374,1,3,2,1,Composite,Tier 2,Average,Single Pane,Flat RCC,1,2,2,11.7,3,10,2,3,4.7,Electric Geyser,15,2.9,0,0,0,0,0,0,0,1,Front Load,7,0,1,50,2.9,1,5.8,1,3,0,0,35.06,1051.7,6.07
Row House,3,1315,1,2,2,0,Composite,Tier 2,Average,Double Pane,Flat RCC,1,1,2,4.3,5,4,5,1,4.1,Electric Geyser,25,2.9,1,280,5,0,0,0,0,1,Top Load,2,0,2,32,3.7,1,4.9,0,0,0,0,19.62,588.5,2.45
Apartment,4,1275,2,3,1,2,Composite,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,2,23,2,3,7.5,None,0,0,1,280,1,0,1,1,9,1,Semi-Automatic,3,0,1,65,6.9,2,5.9,0,0,0,0,15.42,462.7,1.93
Apartment,2,799,1,4,2,2,Hot & Dry,Tier 1,Average,Double Pane,Flat RCC,1,2,5,12.1,4,4,9,2,5.4,Electric Geyser,25,2.1,1,165,4,1,0,0,0,0,None,0,0,3,32,7.9,2,7,1,3,0,0,37.35,1120.4,6.36
Row House,1,300,1,2,1,1,Temperate,Tier 1,Excellent,Single Pane,Flat RCC,1,2,3,12.8,4,11,3,4,8.5,Electric Geyser,35,1.8,1,280,5,1,0,0,0,1,Front Load,9,0,1,75,7.3,2,3.7,0,0,0,0,39.08,1172.3,4.88
Row House,2,601,2,4,3,1,Hot & Dry,Tier 1,Average,Single Pane,Flat RCC,1,2,3,4.7,4,11,3,3,7.6,Electric Geyser,25,2.5,1,400,3,1,1,0,0,0,None,0,0,1,32,5.8,1,5.9,0,0,0,0,37.95,1138.4,4.74
Independent House,1,300,2,1,1,0,Composite,Tier 1,Poor,Single Pane,Flat RCC,1,2,4,7,5,13,2,3,4.3,Heat Pump,10,2.1,0,0,0,0,1,0,0,1,Top Load,5,0,3,43,2.4,1,5.9,1,7,1,5,0.92,27.6,4.05
Independent House,3,1188,1,1,1,0,Composite,Tier 2,Excellent,Triple Pane,Flat RCC,1,1,4,5,2,4,9,4,9.7,Heat Pump,10,0.5,1,400,3,1,0,0,0,1,Top Load,3,0,3,40,9.7,0,0,0,0,0,0,15.3,459,1.91
Independent House,4,1841,1,3,1,2,Hot & Humid,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,0,24,5,2,10.2,Electric Geyser,10,2.4,1,235,4,1,1,0,0,1,Top Load,6,1,2,43,3.3,1,12,0,0,0,0,24.5,735,3.06
Apartment,1,321,1,3,3,0,Composite,Tier 3,Average,Single Pane,Green Roof,1,3,5,12.8,6,24,4,0,11.7,Electric Geyser,10,2.4,1,340,5,1,1,1,5,1,Top Load,9,0,0,0,0,1,2.7,0,0,0,0,70.46,2113.8,8.81
Apartment,1,354,1,2,2,0,Composite,Tier 2,Average,Double Pane,Green Roof,1,2,3,11.9,2,17,8,3,6.6,Solar + Backup,50,1.8,1,235,4,1,0,0,0,1,Top Load,2,0,2,65,9.3,3,8.4,0,0,0,0,48.78,1463.5,6.1
Independent House,3,738,1,3,1,2,Hot & Dry,Tier 1,Excellent,Single Pane,Flat RCC,0,0,0,0,7,17,8,1,6,Electric Geyser,25,2.8,1,280,4,1,1,0,0,1,Front Load,7,1,1,50,7.6,2,3.7,1,3,0,0,7.53,225.9,2.63
Villa,4,1215,1,2,2,0,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,1,1,4,11.7,2,13,2,2,4.7,Solar + Backup,10,2.8,1,165,3,1,0,1,10,1,Top Load,6,0,1,40,3.7,2,10.4,0,0,0,0,35.03,1050.8,4.38
Villa,2,693,1,2,1,1,Hot & Humid,Tier 3,Average,Single Pane,Sloped Tiled,1,1,5,7.8,4,22,8,2,4.6,Electric Geyser,15,1.8,1,400,2,0,1,0,0,1,Semi-Automatic,6,0,1,50,4.5,1,11.1,0,0,0,0,30.92,927.6,3.87
Villa,3,851,3,2,2,0,Cold,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,6,19,2,3,5.9,None,0,0,1,165,3,0,1,1,10,1,Front Load,6,0,1,55,2.2,1,6,1,7,0,0,0,0,1.84
Apartment,1,530,2,6,1,5,Composite,Tier 2,Excellent,Double Pane,Sloped Tiled,1,2,1,5.9,2,12,3,4,11.8,Electric Geyser,50,3,1,235,4,1,0,0,0,1,Top Load,3,0,2,40,6.9,1,10.2,0,0,0,0,32.57,977.1,4.07
Independent House,1,300,2,3,1,2,Hot & Humid,Tier 3,Good,Double Pane,Flat RCC,1,3,3,15.9,6,23,0,3,3.8,Solar + Backup,25,1.2,1,280,2,1,0,0,0,1,Front Load,7,0,1,50,6.9,1,4.5,0,0,0,0,85.17,2555,10.65
Apartment,5,1690,1,3,2,1,Hot & Dry,Tier 2,Poor,Double Pane,Flat RCC,1,3,3,12.6,2,19,4,3,5.3,Solar + Backup,25,1.3,1,500,4,0,1,0,0,1,Top Load,6,0,3,32,7.8,2,3.4,0,0,0,0,89.04,2671.3,11.13
Independent House,5,2236,1,3,1,2,Composite,Tier 3,Good,Single Pane,Insulated RCC,1,2,3,6.6,3,23,8,4,3.8,Electric Geyser,25,1,0,0,0,1,0,0,0,0,None,0,0,1,43,2.1,1,5.2,0,0,0,0,24.55,736.4,3.07
Independent House,1,342,1,6,2,4,Temperate,Tier 1,Good,Single Pane,Insulated RCC,0,0,0,0,4,11,1,1,5.5,Electric Geyser,50,2.7,1,500,4,1,0,0,0,1,Top Load,9,1,1,50,8.5,2,5.4,0,0,0,0,17.36,520.8,2.17
Villa,5,2293,1,2,2,0,Hot & Humid,Tier 1,Good,Double Pane,Green Roof,0,0,0,0,2,10,3,4,3.8,Electric Geyser,25,2.4,1,280,1,1,0,0,0,1,Semi-Automatic,7,0,2,75,7.9,3,6,0,0,0,0,17.16,514.7,2.14
Apartment,3,1098,1,4,1,3,Hot & Humid,Tier 2,Good,Double Pane,Flat RCC,1,1,4,14.4,5,14,9,3,7.6,None,0,0,1,400,4,0,1,0,0,1,Top Load,4,0,2,65,3.1,1,5.7,0,0,0,0,37.2,1116.1,4.65
Apartment,4,1787,2,4,3,1,Temperate,Tier 2,Average,Single Pane,Insulated RCC,1,1,5,13.2,2,24,1,0,6.9,Electric Geyser,10,3,1,280,4,0,1,1,10,0,None,0,0,3,55,4.8,2,6.1,0,0,0,0,33.29,998.7,4.16
Apartment,3,1186,2,4,3,1,Hot & Humid,Tier 3,Good,Single Pane,Sloped Tiled,1,4,2,9.7,3,9,7,4,4.6,Solar + Backup,25,2.3,1,165,5,1,0,0,0,1,Front Load,2,0,2,32,7.1,2,9.1,0,0,0,0,77.86,2335.9,9.73
Villa,3,1443,1,1,1,0,Hot & Humid,Tier 3,Good,Single Pane,Sloped Tiled,1,2,5,7.7,5,18,8,1,4.6,None,0,0,1,190,4,1,1,0,0,1,Top Load,8,0,1,75,6,1,4.5,1,2,0,0,22.36,670.8,3.92
Independent House,3,1467,1,4,3,1,Cold,Tier 2,Poor,Single Pane,Insulated RCC,1,4,4,17.7,5,22,2,4,8.6,Heat Pump,10,0.6,1,400,4,1,0,0,0,0,None,0,0,3,55,2.9,3,2.2,0,0,0,0,129.83,3894.8,16.23
